File,Line,Pattern Type,Unwrapped Text,Context
"templates/participants/list.html",911,"ARIA labels","Previous","aria-label=""Previous"""
"templates/participants/list.html",912,"Spans","&laquo;","<span aria-hidden=""true"">&laquo;</span>"
"templates/participants/list.html",928,"ARIA labels","Next","aria-label=""Next"""
"templates/participants/list.html",929,"Spans","&raquo;","<span aria-hidden=""true"">&raquo;</span>"
"templates/participants/upload.html",42,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/public_survey_response.html",87,"Spans","{{ response.nps_score }}/10 ({{ response.nps_category }})","<span class=""public-nps-score public-nps-{{ response.nps_category.lower() }}"">                      "
"templates/server_auth.html",30,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/server_auth.html",44,"Value attributes (buttons/inputs)","{{ request.form.get('email', '') }}","value=""{{ request.form.get('email', '') }}"""
"templates/simple_auth.html",16,"Value attributes (buttons/inputs)","test@example.com","value=""test@example.com"""
"templates/survey.html",15,"Alt attributes","{{ branding.company_name }}","alt=""{{ branding.company_name }}"""
"templates/survey.html",37,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/survey.html",44,"Value attributes (buttons/inputs)","{{ participant_company or '' }}","value=""{{ participant_company or '' }}"""
"templates/survey.html",50,"Value attributes (buttons/inputs)","{{ participant_name or '' }}","value=""{{ participant_name or '' }}"""
"templates/survey.html",56,"Value attributes (buttons/inputs)","{{ email or '' }}","value=""{{ email or '' }}"""
"templates/survey_choice.html",14,"Alt attributes","{{ branding.company_name }}","alt=""{{ branding.company_name }}"""
"templates/survey_choice.html",51,"Value attributes (buttons/inputs)","{{ request.args.get('token') }}","value=""{{ request.args.get('token') }}"""
"templates/survey_choice.html",78,"Value attributes (buttons/inputs)","{{ request.args.get('token') }}","value=""{{ request.args.get('token') }}"""
"templates/survey_success.html",12,"Alt attributes","{{ branding.company_name }}","alt=""{{ branding.company_name }}"""
"templates/test_token.html",20,"Value attributes (buttons/inputs)","test@example.com","value=""test@example.com"""
