Risk,File,Line,Pattern,Text,Context,Reason,Auto-Fixable
RED,templates/campaigns/view.html,168,Divs with text,"{% if campaign.engagement_metrics.reminder_conversion_rate is not none %}
                    {{ cam","<div class=""info-value"">                 {% if campaign.engagement_metrics.reminder_conversion_rate ",Contains Jinja syntax - false positive from scanner,NO
RED,templates/campaigns/view.html,343,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/campaigns/view.html,372,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/campaigns/view.html,397,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/campaigns/view.html,407,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/campaigns/view.html,454,Headings (h1-h6),"{% if campaign.engagement_metrics.participation_rate %}
                                            ","<h5 class=""text-success"">                                                 {% if campaign.engagement_",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/campaigns/view.html,723,Title attributes,Download transcript,"title=""Download transcript""",Safe display text - auto-wrappable,YES
GREEN,templates/campaigns/view.html,726,Title attributes,View analysis results,"title=""View analysis results""",Safe display text - auto-wrappable,YES
YELLOW,templates/campaigns/view.html,734,Spans,"= 9 ? 'success' : transcript.nps_score >= 7 ? 'warning' : 'danger'}"">
                            NP","<span class=""badge bg-${transcript.nps_score >= 9 ? 'success' : transcript.nps_score >= 7 ? 'warning",Span element - check for JavaScript dependencies,NO
GREEN,templates/company_responses.html,73,Table headers (th),NPS,<th>NPS</th>,Safe display text - auto-wrappable,YES
RED,templates/components/breadcrumb.html,20,Title attributes,{{ item.label }},"title=""{{ item.label }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/components/ui_version_toggle.html,17,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey.html,18,Alt attributes,{{ branding.company_name }},"alt=""{{ branding.company_name }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey.html,91,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey.html,100,Value attributes (buttons/inputs),{{ participant_company or '' }},"value=""{{ participant_company or '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey.html,112,Value attributes (buttons/inputs),{{ participant_name or '' }},"value=""{{ participant_name or '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey.html,124,Value attributes (buttons/inputs),{{ email or '' }},"value=""{{ email or '' }}""",Contains Jinja syntax - false positive from scanner,NO
YELLOW,templates/conversational_survey.html,133,Value attributes (buttons/inputs),Less than 6 months,"value=""Less than 6 months""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey.html,134,Value attributes (buttons/inputs),6 months - 1 year,"value=""6 months - 1 year""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey.html,135,Value attributes (buttons/inputs),1-2 years,"value=""1-2 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey.html,136,Value attributes (buttons/inputs),2-3 years,"value=""2-3 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey.html,137,Value attributes (buttons/inputs),3-5 years,"value=""3-5 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey.html,138,Value attributes (buttons/inputs),5-10 years,"value=""5-10 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey.html,139,Value attributes (buttons/inputs),More than 10 years,"value=""More than 10 years""",Form value - verify not used by backend logic,NO
RED,templates/conversational_survey_business.html,12,Divs with text,{% include 'components/language_selector.html' %},"<div style=""position: fixed; top: 20px; right: 20px; z-index: 9999;"">     {% include 'components/lan",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey_business.html,23,Alt attributes,{{ branding.company_name }},"alt=""{{ branding.company_name }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey_business.html,86,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey_business.html,91,Value attributes (buttons/inputs),{{ participant_company }},"value=""{{ participant_company }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey_business.html,97,Value attributes (buttons/inputs),{{ participant_name }},"value=""{{ participant_name }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/conversational_survey_business.html,103,Value attributes (buttons/inputs),{{ email }},"value=""{{ email }}""",Contains Jinja syntax - false positive from scanner,NO
YELLOW,templates/conversational_survey_business.html,112,Value attributes (buttons/inputs),Less than 6 months,"value=""Less than 6 months""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey_business.html,113,Value attributes (buttons/inputs),6 months - 1 year,"value=""6 months - 1 year""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey_business.html,114,Value attributes (buttons/inputs),1-2 years,"value=""1-2 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey_business.html,115,Value attributes (buttons/inputs),2-3 years,"value=""2-3 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey_business.html,116,Value attributes (buttons/inputs),3-5 years,"value=""3-5 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey_business.html,117,Value attributes (buttons/inputs),5-10 years,"value=""5-10 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/conversational_survey_business.html,118,Value attributes (buttons/inputs),More than 10 years,"value=""More than 10 years""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,222,Value attributes (buttons/inputs),opportunity_heavy,"value=""opportunity_heavy""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,223,Value attributes (buttons/inputs),balanced,"value=""balanced""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,224,Value attributes (buttons/inputs),risk_heavy,"value=""risk_heavy""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,381,Spans,Campaign Name,"<span id=""activeCampaignName"" class=""fw-bold"">Campaign Name</span>",Span element - check for JavaScript dependencies,NO
YELLOW,templates/dashboard.html,382,Spans,"Jan 1 - Dec 31, 2024","<span class=""ms-2 text-muted"" id=""activeCampaignDates"">Jan 1 - Dec 31, 2024</span>",Span element - check for JavaScript dependencies,NO
YELLOW,templates/dashboard.html,492,Value attributes (buttons/inputs),risk_heavy,"value=""risk_heavy""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,493,Value attributes (buttons/inputs),balanced,"value=""balanced""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,494,Value attributes (buttons/inputs),opportunity_heavy,"value=""opportunity_heavy""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,501,Value attributes (buttons/inputs),critical,"value=""critical""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,502,Value attributes (buttons/inputs),high,"value=""high""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,503,Value attributes (buttons/inputs),medium,"value=""medium""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,504,Value attributes (buttons/inputs),low,"value=""low""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,511,Value attributes (buttons/inputs),yes,"value=""yes""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,519,Value attributes (buttons/inputs),yes,"value=""yes""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,646,Value attributes (buttons/inputs),promoters,"value=""promoters""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,647,Value attributes (buttons/inputs),passives,"value=""passives""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,648,Value attributes (buttons/inputs),detractors,"value=""detractors""",Form value - verify not used by backend logic,NO
RED,templates/dashboard.html,690,Spans,"20 %}bg-success{% elif company.company_nps >= -20 %}bg-secondary{% else %}bg-danger{% endif %}"">
   ","<span class=""badge {% if company.company_nps > 20 %}bg-success{% elif company.company_nps >= -20 %}b",Contains Jinja syntax - false positive from scanner,NO
RED,templates/dashboard.html,696,Spans,{{ company.risk_level }},"<span class=""badge {% if company.risk_level == 'Low' %}bg-success{% elif company.risk_level == 'Medi",Contains Jinja syntax - false positive from scanner,NO
YELLOW,templates/dashboard.html,818,Value attributes (buttons/inputs),promoters,"value=""promoters""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,819,Value attributes (buttons/inputs),passives,"value=""passives""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,820,Value attributes (buttons/inputs),detractors,"value=""detractors""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,915,Value attributes (buttons/inputs),created_at_desc,"value=""created_at_desc""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,916,Value attributes (buttons/inputs),created_at_asc,"value=""created_at_asc""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,917,Value attributes (buttons/inputs),nps_score_desc,"value=""nps_score_desc""",Form value - verify not used by backend logic,NO
YELLOW,templates/dashboard.html,918,Value attributes (buttons/inputs),nps_score_asc,"value=""nps_score_asc""",Form value - verify not used by backend logic,NO
GREEN,templates/demo_intro.html,29,Alt attributes,Archelo Group Logo,"alt=""Archelo Group Logo""",Safe display text - auto-wrappable,YES
YELLOW,templates/executive_summary.html,215,Value attributes (buttons/inputs),opportunity_heavy,"value=""opportunity_heavy""",Form value - verify not used by backend logic,NO
YELLOW,templates/executive_summary.html,216,Value attributes (buttons/inputs),balanced,"value=""balanced""",Form value - verify not used by backend logic,NO
YELLOW,templates/executive_summary.html,217,Value attributes (buttons/inputs),risk_heavy,"value=""risk_heavy""",Form value - verify not used by backend logic,NO
GREEN,templates/executive_summary.html,325,Headings (h1-h6),Satisfaction,"<h6 class=""mb-0"">Satisfaction</h6>",Safe display text - auto-wrappable,YES
YELLOW,templates/maintenance.html,20,ARIA labels,VOÏA coming soon page,"aria-label=""VOÏA coming soon page""",Accessibility label - needs screen reader testing,NO
GREEN,templates/maintenance.html,26,Paragraphs,Turning voices into value,"<p class=""index-hero-subtitle"">Turning voices into value</p>",Safe display text - auto-wrappable,YES
GREEN,templates/maintenance.html,31,Headings (h1-h6),Request Demo,"<h2 id=""cta-heading"" class=""visually-hidden"">Request Demo</h2>",Safe display text - auto-wrappable,YES
YELLOW,templates/maintenance.html,36,ARIA labels,Get your demo access,"aria-label=""Get your demo access""",Accessibility label - needs screen reader testing,NO
YELLOW,templates/participants/campaign_participants.html,59,ARIA labels,Filter participants form,"aria-label=""Filter participants form""",Accessibility label - needs screen reader testing,NO
RED,templates/participants/campaign_participants.html,67,Value attributes (buttons/inputs),{{ company }},"value=""{{ company }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,80,Value attributes (buttons/inputs),{{ role }},"value=""{{ role }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,93,Value attributes (buttons/inputs),{{ region }},"value=""{{ region }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,108,Value attributes (buttons/inputs),{{ tier }},"value=""{{ tier }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/campaign_participants.html,117,Labels,Language,"<label for=""filter_language"" class=""form-label"">Language</label>",Safe display text - auto-wrappable,YES
RED,templates/participants/campaign_participants.html,121,Value attributes (buttons/inputs),{{ language }},"value=""{{ language }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,134,Value attributes (buttons/inputs),{{ tenure }},"value=""{{ tenure }}""",Contains Jinja syntax - false positive from scanner,NO
YELLOW,templates/participants/campaign_participants.html,143,ARIA labels,Apply filters,"aria-label=""Apply filters""",Accessibility label - needs screen reader testing,NO
RED,templates/participants/campaign_participants.html,270,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,303,Value attributes (buttons/inputs),{{ participant.id }},"value=""{{ participant.id }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,406,Value attributes (buttons/inputs),{{ search_query or '' }},"value=""{{ search_query or '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,476,Value attributes (buttons/inputs),{{ participant.association_id }},"value=""{{ participant.association_id }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,516,Value attributes (buttons/inputs),"{{ url_for('survey', token=participant.token, _external=True) }}","value=""{{ url_for('survey', token=participant.token, _external=True) }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,535,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/campaign_participants.html,542,Title attributes,Cannot remove participants from {{ campaign.status }} campaign,"title=""Cannot remove participants from {{ campaign.status }} campaign""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/create.html,29,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/create.html,46,Placeholder attributes,participant@example.com,"placeholder=""participant@example.com""",Safe display text - auto-wrappable,YES
GREEN,templates/participants/create.html,63,Placeholder attributes,John Doe,"placeholder=""John Doe""",Safe display text - auto-wrappable,YES
GREEN,templates/participants/create.html,78,Placeholder attributes,Acme Corporation,"placeholder=""Acme Corporation""",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/create.html,106,Value attributes (buttons/inputs),C-Level,"value=""C-Level""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/create.html,126,Value attributes (buttons/inputs),LATAM,"value=""LATAM""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/create.html,127,Value attributes (buttons/inputs),EMEA,"value=""EMEA""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/create.html,128,Value attributes (buttons/inputs),APAC,"value=""APAC""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/create.html,167,Value attributes (buttons/inputs),other,"value=""other""",Form value - verify not used by backend logic,NO
GREEN,templates/participants/edit.html,47,Headings (h1-h6),Email Address Locked,"<h5 class=""alert-heading mb-1"">Email Address Locked</h5>",Safe display text - auto-wrappable,YES
GREEN,templates/participants/edit.html,48,Paragraphs,"This participant has survey history (responses, campaign associations, or email deliveries). 
      ","<p class=""mb-0"">                 This participant has survey history (responses, campaign associatio",Safe display text - auto-wrappable,YES
RED,templates/participants/edit.html,58,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/edit.html,61,Value attributes (buttons/inputs),{{ participant.email }},"value=""{{ participant.email }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/edit.html,84,Value attributes (buttons/inputs),{{ participant.email }},"value=""{{ participant.email }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/edit.html,85,Placeholder attributes,participant@example.com,"placeholder=""participant@example.com""",Safe display text - auto-wrappable,YES
RED,templates/participants/edit.html,90,Divs with text,"{% if has_survey_history %}
                            Email address cannot be changed (survey hist","<div class=""participant-help-text"" id=""email_help"">                             {% if has_survey_his",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/edit.html,109,Value attributes (buttons/inputs),{{ participant.name }},"value=""{{ participant.name }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/edit.html,110,Placeholder attributes,John Doe,"placeholder=""John Doe""",Safe display text - auto-wrappable,YES
RED,templates/participants/edit.html,125,Value attributes (buttons/inputs),{{ participant.company_name }},"value=""{{ participant.company_name }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/edit.html,126,Placeholder attributes,Acme Corporation,"placeholder=""Acme Corporation""",Safe display text - auto-wrappable,YES
GREEN,templates/participants/edit.html,143,Paragraphs,Update segmentation data for personalized surveys and advanced analytics,"<p class=""participant-help-text mb-3"">Update segmentation data for personalized surveys and advanced",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/edit.html,154,Value attributes (buttons/inputs),C-Level,"value=""C-Level""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/edit.html,174,Value attributes (buttons/inputs),LATAM,"value=""LATAM""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/edit.html,175,Value attributes (buttons/inputs),EMEA,"value=""EMEA""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/edit.html,176,Value attributes (buttons/inputs),APAC,"value=""APAC""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/edit.html,215,Value attributes (buttons/inputs),other,"value=""other""",Form value - verify not used by backend logic,NO
RED,templates/participants/edit.html,232,Value attributes (buttons/inputs),{{ participant.tenure_years if participant.tenure_years is not none else '' }},"value=""{{ participant.tenure_years if participant.tenure_years is not none else '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/edit.html,254,Value attributes (buttons/inputs),{{ participant.company_commercial_value if participant.company_commercial_value is not none else '' ,"value=""{{ participant.company_commercial_value if participant.company_commercial_value is not none e",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,236,Value attributes (buttons/inputs),{{ search_query }},"value=""{{ search_query }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,246,Value attributes (buttons/inputs),{{ company }},"value=""{{ company }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,259,Value attributes (buttons/inputs),{{ role }},"value=""{{ role }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,272,Value attributes (buttons/inputs),{{ region }},"value=""{{ region }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,287,Value attributes (buttons/inputs),{{ tier }},"value=""{{ tier }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/list.html,296,Labels,Language,"<label for=""filter_language"" class=""form-label"">Language</label>",Safe display text - auto-wrappable,YES
RED,templates/participants/list.html,300,Value attributes (buttons/inputs),{{ language }},"value=""{{ language }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,313,Value attributes (buttons/inputs),{{ tenure }},"value=""{{ tenure }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/participants/list.html,346,Value attributes (buttons/inputs),{{ search_query or '' }},"value=""{{ search_query or '' }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/list.html,401,Table headers (th),Nom,<th>Nom</th>,Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,405,Table headers (th),Status,<th>Status</th>,Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,407,Table headers (th),Actions,"<th class=""text-end"">Actions</th>",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/list.html,475,ARIA labels,Participant actions,"aria-label=""Participant actions""",Accessibility label - needs screen reader testing,NO
GREEN,templates/participants/list.html,478,Title attributes,Edit participant,"title=""Edit participant""",Safe display text - auto-wrappable,YES
RED,templates/participants/list.html,479,ARIA labels,Edit {{ participant.name }},"aria-label=""Edit {{ participant.name }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/list.html,486,Title attributes,Delete participant,"title=""Delete participant""",Safe display text - auto-wrappable,YES
RED,templates/participants/list.html,487,ARIA labels,Delete {{ participant.name }},"aria-label=""Delete {{ participant.name }}""",Contains Jinja syntax - false positive from scanner,NO
GREEN,templates/participants/list.html,557,Placeholder attributes,"e.g., Manager, Director","placeholder=""e.g., Manager, Director""",Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,568,Placeholder attributes,"e.g., North America, EMEA","placeholder=""e.g., North America, EMEA""",Safe display text - auto-wrappable,YES
RED,templates/participants/list.html,581,Value attributes (buttons/inputs),Enterprise,"value=""Enterprise""",License type value - backend dependency,NO
YELLOW,templates/participants/list.html,582,Value attributes (buttons/inputs),Premium,"value=""Premium""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/list.html,583,Value attributes (buttons/inputs),Standard,"value=""Standard""",Form value - verify not used by backend logic,NO
YELLOW,templates/participants/list.html,584,Value attributes (buttons/inputs),Basic,"value=""Basic""",Form value - verify not used by backend logic,NO
GREEN,templates/participants/list.html,593,Labels,Update Language,"<label class=""form-check-label fw-bold"" for=""updateLanguage"">                                     Up",Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,597,Placeholder attributes,"e.g., English, Spanish","placeholder=""e.g., English, Spanish""",Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,604,Labels,Update Tenure (years),"<label class=""form-check-label fw-bold"" for=""updateTenure"">                                     Upda",Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,615,Labels,Update Commercial Value ($),"<label class=""form-check-label fw-bold"" for=""updateCommercialValue"">                                ",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/list.html,680,Spans,Loading...,"<span class=""visually-hidden"">Loading...</span>",Span element - check for JavaScript dependencies,NO
GREEN,templates/participants/list.html,682,Paragraphs,Filtering participants...,"<p class=""mt-2 text-muted"">Filtering participants...</p>",Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,745,Paragraphs,Error loading participants. Please try again.,"<p class=""text-danger"">Error loading participants. Please try again.</p>",Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,765,Headings (h1-h6),No participants match your filters,<h3>No participants match your filters</h3>,Safe display text - auto-wrappable,YES
GREEN,templates/participants/list.html,766,Paragraphs,Try adjusting your filter criteria.,"<p class=""text-muted"">Try adjusting your filter criteria.</p>",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/list.html,836,ARIA labels,Participant actions,"aria-label=""Participant actions""",Accessibility label - needs screen reader testing,NO
GREEN,templates/participants/list.html,839,Title attributes,Edit participant,"title=""Edit participant""",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/list.html,840,ARIA labels,Edit ${p.name},"aria-label=""Edit ${p.name}""",Accessibility label - needs screen reader testing,NO
GREEN,templates/participants/list.html,847,Title attributes,Delete participant,"title=""Delete participant""",Safe display text - auto-wrappable,YES
YELLOW,templates/participants/list.html,848,ARIA labels,Delete ${p.name},"aria-label=""Delete ${p.name}""",Accessibility label - needs screen reader testing,NO
YELLOW,templates/participants/list.html,907,ARIA labels,Participant pagination,"aria-label=""Participant pagination""",Accessibility label - needs screen reader testing,NO
YELLOW,templates/participants/list.html,911,ARIA labels,Previous,"aria-label=""Previous""",Accessibility label - needs screen reader testing,NO
YELLOW,templates/participants/list.html,912,Spans,&laquo;,"<span aria-hidden=""true"">&laquo;</span>",Span element - check for JavaScript dependencies,NO
YELLOW,templates/participants/list.html,928,ARIA labels,Next,"aria-label=""Next""",Accessibility label - needs screen reader testing,NO
YELLOW,templates/participants/list.html,929,Spans,&raquo;,"<span aria-hidden=""true"">&raquo;</span>",Span element - check for JavaScript dependencies,NO
RED,templates/participants/upload.html,42,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/public_survey_response.html,87,Spans,{{ response.nps_score }}/10 ({{ response.nps_category }}),"<span class=""public-nps-score public-nps-{{ response.nps_category.lower() }}"">                      ",Contains Jinja syntax - false positive from scanner,NO
RED,templates/server_auth.html,30,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/server_auth.html,44,Value attributes (buttons/inputs),"{{ request.form.get('email', '') }}","value=""{{ request.form.get('email', '') }}""",Contains Jinja syntax - false positive from scanner,NO
YELLOW,templates/simple_auth.html,16,Value attributes (buttons/inputs),test@example.com,"value=""test@example.com""",Form value - verify not used by backend logic,NO
RED,templates/survey.html,15,Alt attributes,{{ branding.company_name }},"alt=""{{ branding.company_name }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey.html,37,Value attributes (buttons/inputs),{{ csrf_token() }},"value=""{{ csrf_token() }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey.html,44,Value attributes (buttons/inputs),{{ participant_company or '' }},"value=""{{ participant_company or '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey.html,50,Value attributes (buttons/inputs),{{ participant_name or '' }},"value=""{{ participant_name or '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey.html,56,Value attributes (buttons/inputs),{{ email or '' }},"value=""{{ email or '' }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey_choice.html,14,Alt attributes,{{ branding.company_name }},"alt=""{{ branding.company_name }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey_choice.html,51,Value attributes (buttons/inputs),{{ request.args.get('token') }},"value=""{{ request.args.get('token') }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey_choice.html,78,Value attributes (buttons/inputs),{{ request.args.get('token') }},"value=""{{ request.args.get('token') }}""",Contains Jinja syntax - false positive from scanner,NO
RED,templates/survey_success.html,12,Alt attributes,{{ branding.company_name }},"alt=""{{ branding.company_name }}""",Contains Jinja syntax - false positive from scanner,NO
YELLOW,templates/test_token.html,20,Value attributes (buttons/inputs),test@example.com,"value=""test@example.com""",Form value - verify not used by backend logic,NO
